DATE,Total_Sales,Sales_B1,Sales_B2,Sales_B3,Sales_B4,Total_Promos,Avg_Temp,Min_Temp,Max_Temp,Rainfall,Wind_Speed,Temp_Range,Is_Rainy,Temp_Category,Year,Month,DayOfWeek,DayName,IsWeekend,Season,MonthName,Correlation
02-02-2014,592,97,186,289,20,43,1.7,-0.6,7.2,0,27.9,7.8,0,Cold (<5°C),2014,2,6,Sunday,1,Winter,Feb,
03-02-2014,676,141,184,327,24,46,2,-0.6,5.4,0,12.1,6,0,Cold (<5°C),2014,2,0,Monday,0,Winter,Feb,
04-02-2014,529,130,171,207,21,44,6.1,-1.95,4.1,0,10.4,6.05,0,Cool (5-15°C),2014,2,1,Tuesday,0,Winter,Feb,
05-02-2014,507,99,183,199,26,44,-0.5,-3.3,2.8,0,24.7,6.1,0,Cold (<5°C),2014,2,2,Wednesday,0,Winter,Feb,
06-02-2014,431,115,181,115,20,44,-4.8,-6.5,-3.5,0,20.7,3,0,Cold (<5°C),2014,2,3,Thursday,0,Winter,Feb,
07-02-2014,705,198,361,113,33,47,-1.8,-4.2,0,0,6.6,4.2,0,Cold (<5°C),2014,2,4,Friday,0,Winter,Feb,
08-02-2014,1002,260,537,149,56,48,5.1,0,12.6,0,15.2,12.6,0,Cool (5-15°C),2014,2,5,Saturday,1,Winter,Feb,
09-02-2014,447,105,188,138,16,38,7,2.1,14,0,12.4,11.9,0,Cool (5-15°C),2014,2,6,Sunday,1,Winter,Feb,
10-02-2014,459,113,186,143,17,39,1.4,-0.5,4.8,0,24.7,5.3,0,Cold (<5°C),2014,2,0,Monday,0,Winter,Feb,
11-02-2014,576,107,247,189,33,47,-0.2,-0.6,0.2,0,17.6,0.8,0,Cold (<5°C),2014,2,1,Tuesday,0,Winter,Feb,
12-02-2014,381,95,179,93,14,47,3,0,9.5,0,9.9,9.5,0,Cold (<5°C),2014,2,2,Wednesday,0,Winter,Feb,
13-02-2014,748,491,200,29,28,52,7.8,-2,18.1,0,12,20.1,0,Cool (5-15°C),2014,2,3,Thursday,0,Winter,Feb,
14-02-2014,844,575,199,33,37,55,12.3,4.6,22.2,0,20.7,17.6,0,Cool (5-15°C),2014,2,4,Friday,0,Winter,Feb,
15-02-2014,1128,705,336,46,41,55,12.8,3.6,20.2,0,18.9,16.6,0,Cool (5-15°C),2014,2,5,Saturday,1,Winter,Feb,
16-02-2014,484,340,102,16,26,51,16.4,10.6,22.6,0,21.6,12,0,Warm (15-25°C),2014,2,6,Sunday,1,Winter,Feb,
17-02-2014,494,307,161,12,14,47,18.2,13.2,23.9,0,21.3,10.7,0,Warm (15-25°C),2014,2,0,Monday,0,Winter,Feb,
18-02-2014,481,308,139,17,17,51,17.9,10.3,25.7,0,18.7,15.4,0,Warm (15-25°C),2014,2,1,Tuesday,0,Winter,Feb,
19-02-2014,597,370,179,22,26,52,18.5,16.1,22.3,0,22.9,6.2,0,Warm (15-25°C),2014,2,2,Wednesday,0,Winter,Feb,
20-02-2014,773,585,159,14,15,53,17.3,6.3,23.5,0,29,17.2,0,Warm (15-25°C),2014,2,3,Thursday,0,Winter,Feb,
21-02-2014,878,528,287,37,26,55,9.9,7.2,23.46666667,0,11.9,16.26666667,0,Cool (5-15°C),2014,2,4,Friday,0,Winter,Feb,
22-02-2014,1202,704,381,61,56,54,15.2,8.1,23.43333333,0,21.4,15.33333333,0,Warm (15-25°C),2014,2,5,Saturday,1,Winter,Feb,
23-02-2014,411,232,147,10,22,52,16.3,9,23.4,0,17.1,14.4,0,Warm (15-25°C),2014,2,6,Sunday,1,Winter,Feb,
24-02-2014,403,236,121,21,25,50,12,7,17.5,0,9.4,10.5,0,Cool (5-15°C),2014,2,0,Monday,0,Winter,Feb,
25-02-2014,417,234,141,23,19,50,9.8,3.35,11.95,0,13.9,8.6,0,Cool (5-15°C),2014,2,1,Tuesday,0,Winter,Feb,
26-02-2014,413,210,157,20,26,54,2.8,-0.3,6.4,0,24.4,6.7,0,Cold (<5°C),2014,2,2,Wednesday,0,Winter,Feb,
27-02-2014,355,109,211,22,13,33,4.2,-5.3,12.1,0,8.6,17.4,0,Cold (<5°C),2014,2,3,Thursday,0,Winter,Feb,
28-02-2014,479,147,252,30,50,32,14.6,5.5,27.6,0,24.4,22.1,0,Cool (5-15°C),2014,2,4,Friday,0,Winter,Feb,
01-03-2014,771,219,424,64,64,33,18,11.9,23.8,0,20.2,11.9,0,Warm (15-25°C),2014,3,5,Saturday,1,Spring,Mar,
02-03-2014,228,88,89,37,14,24,2.4,-5.8,21.2,0,30.6,27,0,Cold (<5°C),2014,3,6,Sunday,1,Spring,Mar,
03-03-2014,266,79,156,22,9,33,-3.7,-8.3,1.5,0,23,9.8,0,Cold (<5°C),2014,3,0,Monday,0,Spring,Mar,
04-03-2014,361,144,144,40,33,30,2.2,-3.1,10.5,0,8.5,13.6,0,Cold (<5°C),2014,3,1,Tuesday,0,Spring,Mar,
05-03-2014,312,76,183,28,25,28,5.2,0.8,10.1,0,7.5,9.3,0,Cool (5-15°C),2014,3,2,Wednesday,0,Spring,Mar,
06-03-2014,371,129,174,26,42,32,8.7,4.7,14.5,0,15.4,9.8,0,Cool (5-15°C),2014,3,3,Thursday,0,Spring,Mar,
07-03-2014,484,179,232,35,38,32,10.4,1.7,18.7,0,20.8,17,0,Cool (5-15°C),2014,3,4,Friday,0,Spring,Mar,
08-03-2014,620,210,302,60,48,33,9.9,3.8,12.9,0,21.5,9.1,0,Cool (5-15°C),2014,3,5,Saturday,1,Spring,Mar,
09-03-2014,270,88,155,15,12,28,9,3.1,16.9,0,14.2,13.8,0,Cool (5-15°C),2014,3,6,Sunday,1,Spring,Mar,
10-03-2014,299,109,138,28,24,28,14.5,5.5,23.8,0,11.3,18.3,0,Cool (5-15°C),2014,3,0,Monday,0,Spring,Mar,
11-03-2014,290,108,138,25,19,29,18.8,13.5,26.3,0,22.1,12.8,0,Warm (15-25°C),2014,3,1,Tuesday,0,Spring,Mar,
12-03-2014,299,90,166,15,28,32,11.7,7.2,17.5,0,34.8,10.3,0,Cool (5-15°C),2014,3,2,Wednesday,0,Spring,Mar,
13-03-2014,310,106,168,22,14,26,9.9,-0.7,18.7,0,10.6,19.4,0,Cool (5-15°C),2014,3,3,Thursday,0,Spring,Mar,
14-03-2014,508,168,246,43,51,28,14.7,7.7,21.8,0,21.7,14.1,0,Cool (5-15°C),2014,3,4,Friday,0,Spring,Mar,
15-03-2014,639,191,312,68,68,30,16.9,7.925,23.075,0,15.1,15.15,0,Warm (15-25°C),2014,3,5,Saturday,1,Spring,Mar,
16-03-2014,267,111,106,23,27,22,9.1,8.15,24.35,0,29.1,16.2,0,Cool (5-15°C),2014,3,6,Sunday,1,Spring,Mar,
17-03-2014,254,106,114,19,15,30,8.4,8.375,25.625,0,11.5,17.25,0,Cool (5-15°C),2014,3,0,Monday,0,Spring,Mar,
18-03-2014,274,115,119,11,29,23,16.8,8.6,26.9,0,31.8,18.3,0,Warm (15-25°C),2014,3,1,Tuesday,0,Spring,Mar,
19-03-2014,272,91,130,29,22,26,13,7.2,20.1,0,20.2,12.9,0,Cool (5-15°C),2014,3,2,Wednesday,0,Spring,Mar,
20-03-2014,283,95,134,35,19,22,13.2,9.85,22.55,0,10.2,12.7,0,Cool (5-15°C),2014,3,3,Thursday,0,Spring,Mar,
21-03-2014,541,177,257,40,67,29,18.6,12.5,25,0,23.6,12.5,0,Warm (15-25°C),2014,3,4,Friday,0,Spring,Mar,
22-03-2014,710,248,362,49,51,31,16.5,11.5,20,0,15.1,8.5,0,Warm (15-25°C),2014,3,5,Saturday,1,Spring,Mar,
23-03-2014,282,90,131,32,29,27,10,5.6,11.5,0,19.1,5.9,0,Cool (5-15°C),2014,3,6,Sunday,1,Spring,Mar,
24-03-2014,360,125,173,31,31,28,11.1,6.5,13.23333333,0,7.8,6.733333333,0,Cool (5-15°C),2014,3,0,Monday,0,Spring,Mar,
25-03-2014,337,137,153,18,29,29,10.9,7.4,14.96666667,0,15.1,7.566666667,0,Cool (5-15°C),2014,3,1,Tuesday,0,Spring,Mar,
26-03-2014,299,97,156,29,17,29,12.2,8.3,16.7,0,27.1,8.4,0,Cool (5-15°C),2014,3,2,Wednesday,0,Spring,Mar,
27-03-2014,429,119,242,29,39,32,19.2,9.28,18.74,0,27.9,9.46,0,Warm (15-25°C),2014,3,3,Thursday,0,Spring,Mar,
28-03-2014,496,166,277,28,25,33,20.5,10.26,20.78,0,17.4,10.52,0,Warm (15-25°C),2014,3,4,Friday,0,Spring,Mar,
29-03-2014,634,240,304,59,31,34,14.8,11.24,22.82,0,15,11.58,0,Cool (5-15°C),2014,3,5,Saturday,1,Spring,Mar,
30-03-2014,244,85,122,26,11,28,18.2,12.22,24.86,0,23.9,12.64,0,Warm (15-25°C),2014,3,6,Sunday,1,Spring,Mar,
31-03-2014,337,120,166,29,22,27,19.3,13.2,26.9,0,27.1,13.7,0,Warm (15-25°C),2014,3,0,Monday,0,Spring,Mar,
01-04-2014,381,132,189,30,30,31,22.4,18.1,27.5,0,22,9.4,0,Warm (15-25°C),2014,4,1,Tuesday,0,Spring,Apr,
02-04-2014,399,103,207,30,59,39,23.4,14.6,25.5,0,24.8,10.9,0,Warm (15-25°C),2014,4,2,Wednesday,0,Spring,Apr,
03-04-2014,384,108,203,22,51,41,23.9,11.1,23.5,0,29.2,12.4,0,Warm (15-25°C),2014,4,3,Thursday,0,Spring,Apr,
04-04-2014,605,184,288,25,108,43,14.3,7.6,21.5,0,24.1,13.9,0,Cool (5-15°C),2014,4,4,Friday,0,Spring,Apr,
05-04-2014,829,283,377,49,120,43,11.9,10.1,15.1,0,12.6,5,0,Cool (5-15°C),2014,4,5,Saturday,1,Spring,Apr,
06-04-2014,311,80,144,33,54,36,9.7,8.5,11,0,17.7,2.5,0,Cool (5-15°C),2014,4,6,Sunday,1,Spring,Apr,
07-04-2014,345,126,156,28,35,37,13.3,7.9,16.16666667,0,10,8.266666667,0,Cool (5-15°C),2014,4,0,Monday,0,Spring,Apr,
08-04-2014,396,126,211,21,38,40,14.6,7.3,21.33333333,0,23.2,14.03333333,0,Cool (5-15°C),2014,4,1,Tuesday,0,Spring,Apr,
09-04-2014,352,96,215,12,29,37,17,6.7,26.5,0,15.1,19.8,0,Warm (15-25°C),2014,4,2,Wednesday,0,Spring,Apr,
10-04-2014,706,451,200,26,29,56,21.1,13.6,29,0,30.4,15.4,0,Warm (15-25°C),2014,4,3,Thursday,0,Spring,Apr,
11-04-2014,777,463,247,36,31,57,21.5,16.6,27.6,0,27.4,11,0,Warm (15-25°C),2014,4,4,Friday,0,Spring,Apr,
12-04-2014,1040,571,342,80,47,57,22.6,18.6,28.1,0,31.5,9.5,0,Warm (15-25°C),2014,4,5,Saturday,1,Spring,Apr,
13-04-2014,467,261,143,33,30,51,20.9,11.7,24.75,0,22.6,13.05,0,Warm (15-25°C),2014,4,6,Sunday,1,Spring,Apr,
14-04-2014,458,270,143,21,24,49,11,4.8,21.4,0,31.7,16.6,0,Cool (5-15°C),2014,4,0,Monday,0,Spring,Apr,
15-04-2014,467,268,160,17,22,46,8.7,0.1,16.5,0,8,16.4,0,Cool (5-15°C),2014,4,1,Tuesday,0,Spring,Apr,
16-04-2014,540,285,209,25,21,51,13.1,6,20,0,23.7,14,0,Cool (5-15°C),2014,4,2,Wednesday,0,Spring,Apr,
17-04-2014,555,346,157,26,26,49,14.1,9.7,19.2,0,15.2,9.5,0,Cool (5-15°C),2014,4,3,Thursday,0,Spring,Apr,
18-04-2014,854,446,323,43,42,57,17.9,11.2,23.6,0,11.3,12.4,0,Warm (15-25°C),2014,4,4,Friday,0,Spring,Apr,
19-04-2014,1146,665,358,69,54,58,19.5,13,25.3,0,13.9,12.3,0,Warm (15-25°C),2014,4,5,Saturday,1,Spring,Apr,
21-04-2014,308,121,123,48,16,52,21.6,17.7,27.7,0,16.4,10,0,Warm (15-25°C),2014,4,0,Monday,0,Spring,Apr,
22-04-2014,384,144,187,30,23,33,21,14.5,27,0,9.5,12.5,0,Warm (15-25°C),2014,4,1,Tuesday,0,Spring,Apr,
23-04-2014,376,135,180,25,36,29,23.5,16.3,28.1,0,19.5,11.8,0,Warm (15-25°C),2014,4,2,Wednesday,0,Spring,Apr,
24-04-2014,538,179,301,30,28,34,22.7,18.1,29.2,0,22.9,11.1,0,Warm (15-25°C),2014,4,3,Thursday,0,Spring,Apr,
25-04-2014,341,104,181,32,24,28,21.6,14.4,28.9,0,15.4,14.5,0,Warm (15-25°C),2014,4,4,Friday,0,Spring,Apr,
26-04-2014,735,269,354,60,52,34,22.5,18,27.6,0,25,9.6,0,Warm (15-25°C),2014,4,5,Saturday,1,Spring,Apr,
27-04-2014,288,89,148,19,32,32,25.9,18,28.35,0,23.4,10.35,0,Hot (>25°C),2014,4,6,Sunday,1,Spring,Apr,
28-04-2014,459,128,238,43,50,35,23,18,29.1,0,12.2,11.1,0,Warm (15-25°C),2014,4,0,Monday,0,Spring,Apr,
29-04-2014,470,165,234,30,41,34,19.4,12.2,25,0,23.1,12.8,0,Warm (15-25°C),2014,4,1,Tuesday,0,Spring,Apr,
30-04-2014,1087,189,300,59,539,46,14.2,9.5,20.2,0,18.7,10.7,0,Cool (5-15°C),2014,4,2,Wednesday,0,Spring,Apr,
02-05-2014,1045,217,287,59,482,44,18.4,7.7,26.5,0,7.2,18.8,0,Warm (15-25°C),2014,5,4,Friday,0,Spring,May,
03-05-2014,1047,204,313,41,489,48,21.4,7.9,31.8,0,5.2,23.9,0,Warm (15-25°C),2014,5,5,Saturday,1,Spring,May,
04-05-2014,400,120,144,35,101,40,24.6,15.7,32.8,0,21,17.1,0,Warm (15-25°C),2014,5,6,Sunday,1,Spring,May,
05-05-2014,494,86,157,16,235,36,23.9,15.7,31.7,0,26.5,16,0,Warm (15-25°C),2014,5,0,Monday,0,Spring,May,
06-05-2014,485,112,183,29,161,36,24,17.4,30.6,0,29.8,13.2,0,Warm (15-25°C),2014,5,1,Tuesday,0,Spring,May,
07-05-2014,482,148,208,38,88,37,24.7,21,30.4,0,30.6,9.4,0,Warm (15-25°C),2014,5,2,Wednesday,0,Spring,May,
08-05-2014,484,75,191,40,178,42,22.5,18.6,26.7,0,18.9,8.1,0,Warm (15-25°C),2014,5,3,Thursday,0,Spring,May,
09-05-2014,634,196,299,51,88,39,23.7,18.7,29.6,0,12.9,10.9,0,Warm (15-25°C),2014,5,4,Friday,0,Spring,May,
10-05-2014,691,262,270,55,104,40,23.4,17.1,29.8,0,18.6,12.7,0,Warm (15-25°C),2014,5,5,Saturday,1,Spring,May,
11-05-2014,295,118,128,23,26,33,25.7,22.1,30.7,0,26.3,8.6,0,Hot (>25°C),2014,5,6,Sunday,1,Spring,May,
12-05-2014,370,114,170,35,51,34,22.3,15.5,26.3,0,21.3,10.8,0,Warm (15-25°C),2014,5,0,Monday,0,Spring,May,
13-05-2014,571,138,211,35,187,38,15.6,13,24,0,22.8,11,0,Warm (15-25°C),2014,5,1,Tuesday,0,Spring,May,
14-05-2014,421,122,227,25,47,39,15.9,10.5,21.7,0,19.2,11.2,0,Warm (15-25°C),2014,5,2,Wednesday,0,Spring,May,
15-05-2014,415,154,219,21,21,40,18.5,9.2,27.9,0,10.7,18.7,0,Warm (15-25°C),2014,5,3,Thursday,0,Spring,May,
16-05-2014,684,206,365,82,31,44,21.4,11.4,27.95,0,17.2,16.55,0,Warm (15-25°C),2014,5,4,Friday,0,Spring,May,
17-05-2014,798,260,403,91,44,43,21.9,13.6,28,0,16.5,14.4,0,Warm (15-25°C),2014,5,5,Saturday,1,Spring,May,
18-05-2014,331,101,179,29,22,41,22.6,16.6,28.6,0,21.4,12,0,Warm (15-25°C),2014,5,6,Sunday,1,Spring,May,
19-05-2014,384,163,178,18,25,46,23.6,18.5,29.4,0,28.4,10.9,0,Warm (15-25°C),2014,5,0,Monday,0,Spring,May,
20-05-2014,486,226,202,31,27,50,24.9,20,30.4,0,28.5,10.4,0,Warm (15-25°C),2014,5,1,Tuesday,0,Spring,May,
21-05-2014,379,117,215,31,16,42,25,20.7,30.7,0,23.1,10,0,Warm (15-25°C),2014,5,2,Wednesday,0,Spring,May,
22-05-2014,397,122,223,20,32,50,24.7,19.2,30.5,0,16.8,11.3,0,Warm (15-25°C),2014,5,3,Thursday,0,Spring,May,
23-05-2014,630,231,287,58,54,55,24.2,20,28.6,0,14.6,8.6,0,Warm (15-25°C),2014,5,4,Friday,0,Spring,May,
24-05-2014,753,249,369,72,63,56,23.6,20.5,28.25,0,13.1,7.75,0,Warm (15-25°C),2014,5,5,Saturday,1,Spring,May,
25-05-2014,322,120,162,24,16,47,23.7,21,27.9,0,16,6.9,0,Warm (15-25°C),2014,5,6,Sunday,1,Spring,May,
26-05-2014,330,119,174,22,15,47,22.4,20,24.8,0,13.2,4.8,0,Warm (15-25°C),2014,5,0,Monday,0,Spring,May,
27-05-2014,488,136,266,56,30,54,19.7,19.35,26.2,0,10.4,6.85,0,Warm (15-25°C),2014,5,1,Tuesday,0,Spring,May,
28-05-2014,404,128,222,23,31,46,22.7,18.7,27.6,0,6.6,8.9,0,Warm (15-25°C),2014,5,2,Wednesday,0,Spring,May,
29-05-2014,907,646,213,17,31,57,23.7,17.5,29.6,0,3.8,12.1,0,Warm (15-25°C),2014,5,3,Thursday,0,Spring,May,
30-05-2014,1041,757,201,35,48,63,25,20,29.8,0,8.5,9.8,0,Warm (15-25°C),2014,5,4,Friday,0,Spring,May,
31-05-2014,1285,931,263,47,44,67,24.5,20.6,29.7,0,8.6,9.1,0,Warm (15-25°C),2014,5,5,Saturday,1,Spring,May,
01-06-2014,496,358,96,27,15,54,26,21.5,31.4,0,11,9.9,0,Hot (>25°C),2014,6,6,Sunday,1,Summer,Jun,
02-06-2014,277,206,51,10,10,37,26.9,23.2,32,0,16.4,8.8,0,Hot (>25°C),2014,6,0,Monday,0,Summer,Jun,
03-06-2014,574,343,176,20,35,54,26.6,22.5,31.1,0,12.5,8.6,0,Hot (>25°C),2014,6,1,Tuesday,0,Summer,Jun,
04-06-2014,655,492,106,20,37,48,27.3,23.3,31.8,0,19.9,8.5,0,Hot (>25°C),2014,6,2,Wednesday,0,Summer,Jun,
05-06-2014,490,276,170,19,25,54,26.5,22,31.3,0,16.2,9.3,0,Hot (>25°C),2014,6,3,Thursday,0,Summer,Jun,
06-06-2014,655,385,217,29,24,54,27.6,22.7,32.5,0,19,9.8,0,Hot (>25°C),2014,6,4,Friday,0,Summer,Jun,
07-06-2014,967,568,306,60,33,55,27.9,22.3,33.1,0,16.8,10.8,0,Hot (>25°C),2014,6,5,Saturday,1,Summer,Jun,
08-06-2014,361,235,96,17,13,47,25.9,20.9,30.3,0,13.6,9.4,0,Hot (>25°C),2014,6,6,Sunday,1,Summer,Jun,
09-06-2014,473,293,119,30,31,48,22.9,17.5,25.5,0,11.8,8,0,Warm (15-25°C),2014,6,0,Monday,0,Summer,Jun,
10-06-2014,525,326,161,22,16,45,22.3,17,28.85,0,13.3,11.85,0,Warm (15-25°C),2014,6,1,Tuesday,0,Summer,Jun,
11-06-2014,447,222,144,40,41,44,25,16.5,32.2,0,8.6,15.7,0,Warm (15-25°C),2014,6,2,Wednesday,0,Summer,Jun,
12-06-2014,828,100,168,530,30,54,25.9,18.75,31.6,0,16.2,12.85,0,Hot (>25°C),2014,6,3,Thursday,0,Summer,Jun,
13-06-2014,948,183,228,457,80,57,25.7,21,31,0,5.3,10,0,Hot (>25°C),2014,6,4,Friday,0,Summer,Jun,
14-06-2014,1106,166,306,569,65,59,27,23.2,30.8,0,16.9,7.6,0,Hot (>25°C),2014,6,5,Saturday,1,Summer,Jun,
15-06-2014,744,84,129,481,50,52,27.6,24,31.7,0,21.4,7.7,0,Hot (>25°C),2014,6,6,Sunday,1,Summer,Jun,
16-06-2014,679,135,158,337,49,51,27.8,23.5,32.7,0,19.4,9.2,0,Hot (>25°C),2014,6,0,Monday,0,Summer,Jun,
17-06-2014,590,123,144,288,35,48,28.2,24.1,33,0,21.1,8.9,0,Hot (>25°C),2014,6,1,Tuesday,0,Summer,Jun,
18-06-2014,593,110,233,214,36,54,27.8,24.2,32.5,0,22.1,8.3,0,Hot (>25°C),2014,6,2,Wednesday,0,Summer,Jun,
19-06-2014,545,97,171,246,31,56,27.7,23.5,32.5,0,17.8,9,0,Hot (>25°C),2014,6,3,Thursday,0,Summer,Jun,
20-06-2014,778,159,193,373,53,54,27.5,23.5,31.65,0,10.8,8.15,0,Hot (>25°C),2014,6,4,Friday,0,Summer,Jun,
21-06-2014,1040,257,290,427,66,61,26.9,23.5,30.8,0,10,7.3,0,Hot (>25°C),2014,6,5,Saturday,1,Summer,Jun,
22-06-2014,378,90,114,169,5,42,23.8,22,25.5,0,12.4,3.5,0,Warm (15-25°C),2014,6,6,Sunday,1,Summer,Jun,
23-06-2014,507,112,123,236,36,49,22.9,18.7,26.5,0,11.2,7.8,0,Warm (15-25°C),2014,6,0,Monday,0,Summer,Jun,
24-06-2014,478,140,163,144,31,51,23.4,20,29.7,0,8,9.7,0,Warm (15-25°C),2014,6,1,Tuesday,0,Summer,Jun,
25-06-2014,463,150,173,112,28,51,23.1,20.5,26.7,0,9,6.2,0,Warm (15-25°C),2014,6,2,Wednesday,0,Summer,Jun,
26-06-2014,322,109,156,21,36,25,25.9,21.65,29.05,0,15.1,7.4,0,Hot (>25°C),2014,6,3,Thursday,0,Summer,Jun,
27-06-2014,404,129,201,12,62,27,26.3,22.8,31.4,0,20.2,8.6,0,Hot (>25°C),2014,6,4,Friday,0,Summer,Jun,
28-06-2014,488,201,196,52,39,28,27.7,23.36666667,32.1,0,21.2,8.733333333,0,Hot (>25°C),2014,6,5,Saturday,1,Summer,Jun,
29-06-2014,249,127,89,19,14,24,29.1,23.93333333,32.8,0,22.5,8.866666667,0,Hot (>25°C),2014,6,6,Sunday,1,Summer,Jun,
30-06-2014,250,87,115,17,31,21,28.4,24.5,33.5,0,25.5,9,0,Hot (>25°C),2014,6,0,Monday,0,Summer,Jun,
01-07-2014,349,132,163,24,30,28,27.3,22.7,32.5,0,14.5,9.8,0,Hot (>25°C),2014,7,1,Tuesday,0,Summer,Jul,
02-07-2014,267,123,115,17,12,27,27.8,22.85,31.55,0,8.1,8.7,0,Hot (>25°C),2014,7,2,Wednesday,0,Summer,Jul,
03-07-2014,295,129,119,19,28,24,26.5,23,30.6,0,12.6,7.6,0,Hot (>25°C),2014,7,3,Thursday,0,Summer,Jul,
04-07-2014,378,153,155,33,37,27,26.4,19.6,32.7,0,5.6,13.1,0,Hot (>25°C),2014,7,4,Friday,0,Summer,Jul,
05-07-2014,398,162,160,45,31,27,27.2,22.1,32.7,0,8.9,10.6,0,Hot (>25°C),2014,7,5,Saturday,1,Summer,Jul,
